date,area,district,mail_type,pct_on_time,area_average,nat_average
2020-04-01,Pacific,Santa Ana,marketing,91.86,90.46375,89.53373134328358
2020-04-01,Pacific,Santa Ana,periodical,83.69,85.20375,82.98134328358209
2020-04-04,Pacific,Santa Ana,first class,93.72,92.86,91.08268656716417
2020-04-04,Pacific,Santa Ana,marketing,95.28,94.08625,88.09537313432836
2020-04-04,Pacific,Santa Ana,periodical,85.61,87.225,81.46358208955223
2020-04-11,Pacific,Santa Ana,first class,93.52,91.77374999999999,88.87402985074627
2020-04-11,Pacific,Santa Ana,marketing,95.09,93.98625,87.90641791044776
2020-04-11,Pacific,Santa Ana,periodical,81.44,81.3775,76.45507462686567
2020-04-18,Pacific,Santa Ana,first class,93.31,92.20875000000001,90.52313432835821
2020-04-18,Pacific,Santa Ana,marketing,90.36,92.2325,88.38283582089552
2020-04-18,Pacific,Santa Ana,periodical,85.17,85.90375,77.98447761194029
2020-04-25,Pacific,Santa Ana,first class,91.16,90.4,89.73597014925373
2020-04-25,Pacific,Santa Ana,marketing,92.87,92.09,87.3144776119403
2020-04-25,Pacific,Santa Ana,periodical,81.75,81.11875,74.06
2020-05-02,Pacific,Santa Ana,first class,93.02,91.67625,89.182089552238807
2020-05-02,Pacific,Santa Ana,marketing,94.36,92.79625,86.49776119402985
2020-05-02,Pacific,Santa Ana,periodical,79.22,83.24375,73.19462686567164
2020-05-09,Pacific,Santa Ana,first class,91.51,90.18625,89.02462686567164
2020-05-09,Pacific,Santa Ana,marketing,94.22,90.84625,87.77477611940299
2020-05-09,Pacific,Santa Ana,periodical,76.33,74.59125,69.31626865671642
2020-05-16,Pacific,Santa Ana,first class,93.43,91.17375,90.94850746268656
2020-05-16,Pacific,Santa Ana,marketing,95.72,91.2675,89.65597014925373
2020-05-16,Pacific,Santa Ana,periodical,77.63,80.555,73.81582089552239
2020-05-23,Pacific,Santa Ana,first class,91.15,91.87625,91.81462686567164
2020-05-23,Pacific,Santa Ana,marketing,93.75,90.365,89.30164179104477
2020-05-23,Pacific,Santa Ana,periodical,80.88,76.9425,76.63716417910447
2020-05-30,Pacific,Santa Ana,first class,90.83,89.90375,89.82761194029851
2020-05-30,Pacific,Santa Ana,marketing,93.4,91.18625,90.110597014925375
2020-05-30,Pacific,Santa Ana,periodical,76.33,74.89125,76.74104477611941
2020-06-06,Pacific,Santa Ana,first class,92.07,90.0525,90.2844776119403
2020-06-06,Pacific,Santa Ana,marketing,93.42,91.55375,89.28955223880597
2020-06-06,Pacific,Santa Ana,periodical,82.91,77.485,76.22820895522388
2020-06-13,Pacific,Santa Ana,first class,93.21,90.65375,91.25044776119402
2020-06-13,Pacific,Santa Ana,marketing,92.92,90.14625,90.66611940298507
2020-06-13,Pacific,Santa Ana,periodical,79.9,82.08125,78.9720895522388
2020-06-20,Pacific,Santa Ana,first class,92.66,88.05499999999999,90.33910447761194
2020-06-20,Pacific,Santa Ana,marketing,92.23,91.42875000000001,90.69313432835821
2020-06-20,Pacific,Santa Ana,periodical,86.24,79.38125,77.99194029850746
2020-06-27,Pacific,Santa Ana,first class,89.92,89.4075,90.34238805970149
2020-06-27,Pacific,Santa Ana,marketing,93.19,91.93,91.24179104477612
2020-06-27,Pacific,Santa Ana,periodical,81.16,80.33,80.67895522388059
2020-07-01,Pacific,Santa Ana,first class,92.23,89.57249999999999,91.40492537313433
2020-07-01,Pacific,Santa Ana,marketing,90.55,87.96375,89.99686567164179
2020-07-01,Pacific,Santa Ana,periodical,76.01,82.66,78.68358208955223
2020-07-04,Pacific,Santa Ana,first class,90.93,90.695,90.30477611940299
2020-07-04,Pacific,Santa Ana,marketing,89.39,88.99000000000001,87.91850746268656
2020-07-04,Pacific,Santa Ana,periodical,73.93,76.33375,76.04597014925373
2020-07-11,Pacific,Santa Ana,first class,86.26,86.31625,85.64
2020-07-11,Pacific,Santa Ana,marketing,88.35,85.5025,83.49074626865672
2020-07-11,Pacific,Santa Ana,periodical,73.54,69.03875000000001,73.44537313432836
2020-07-18,Pacific,Santa Ana,first class,81.35,82.455,82.65940298507462
2020-07-18,Pacific,Santa Ana,marketing,85.05,82.55875,81.20328358208955
2020-07-18,Pacific,Santa Ana,periodical,81.55,70.22375,71.2423880597015
2020-07-25,Pacific,Santa Ana,first class,84.05,82.07,83.4613432835821
2020-07-25,Pacific,Santa Ana,marketing,89.71,83.58625,83.07761194029851
2020-07-25,Pacific,Santa Ana,periodical,71.37,64.55875,67.87805970149253
2020-08-01,Pacific,Santa Ana,first class,81.67,78.9875,82.64
2020-08-01,Pacific,Santa Ana,marketing,90.56,81.3625,80.8176119402985
2020-08-01,Pacific,Santa Ana,periodical,71.21,63.86125,68.53910447761194
2020-08-08,Pacific,Santa Ana,first class,80.95,80.29875,81.42850746268657
2020-08-08,Pacific,Santa Ana,marketing,90.23,84.175,82.4720895522388
2020-08-08,Pacific,Santa Ana,periodical,75.26,67.83875,68.86507462686568
2020-08-15,Pacific,Santa Ana,first class,85.13,86.52125,85.14671641791045
2020-08-15,Pacific,Santa Ana,marketing,92.03,89.835,86.32208955223881
2020-08-15,Pacific,Santa Ana,periodical,74.78,74.02250000000001,72.42880597014926
2020-08-22,Pacific,Santa Ana,first class,88.96,89.1675,87.66373134328359
2020-08-22,Pacific,Santa Ana,marketing,92.71,91.445,89.65507462686567
2020-08-22,Pacific,Santa Ana,periodical,76.28,76.395,75.35179104477612
2020-08-29,Pacific,Santa Ana,first class,89.83,90.27875,87.9558208955224
2020-08-29,Pacific,Santa Ana,marketing,93.86,91.32375,89.71492537313434
2020-08-29,Pacific,Santa Ana,periodical,81.46,81.1175,77.81626865671642
2020-09-05,Pacific,Santa Ana,first class,91.16,91.49,88.63970149253731
2020-09-05,Pacific,Santa Ana,marketing,92.6,91.615,87.56910447761194
2020-09-05,Pacific,Santa Ana,periodical,75.2,81.17625,79.4310447761194
2020-09-12,Pacific,Santa Ana,first class,91.4,90.62875,86.31940298507463
2020-09-12,Pacific,Santa Ana,marketing,93.2,90.9525,87.01388059701493
2020-09-12,Pacific,Santa Ana,periodical,80.99,82.22125,77.99432835820896
2020-09-19,Pacific,Santa Ana,first class,90.4,90.22625000000001,84.3179104477612
2020-09-19,Pacific,Santa Ana,marketing,95.09,92.045,88.86358208955224
2020-09-19,Pacific,Santa Ana,periodical,88.63,87.22,79.76626865671642
2020-09-26,Pacific,Santa Ana,first class,91.63,90.28,85.99880597014925
2020-09-26,Pacific,Santa Ana,marketing,94.8,93.63625,89.72044776119402
2020-09-26,Pacific,Santa Ana,periodical,72.07,79.98375,77.87910447761195
2020-10-03,Pacific,Santa Ana,first class,89.25,90.10875,86.09283582089552
2020-10-03,Pacific,Santa Ana,marketing,96.92,93.24,89.24208955223881
2020-10-03,Pacific,Santa Ana,periodical,88.23,83.985,78.80641791044776
2020-10-10,Pacific,Santa Ana,first class,91.99,90.4,85.7068656716418
2020-10-10,Pacific,Santa Ana,marketing,95.17,92.36375,86.79537313432836
2020-10-10,Pacific,Santa Ana,periodical,84.59,80.41875,77.79492537313433
2020-10-17,Pacific,Santa Ana,first class,86.46,87.5175,81.02850746268656
2020-10-17,Pacific,Santa Ana,marketing,96.73,94.125,87.537761194029855
2020-10-17,Pacific,Santa Ana,periodical,82.37,78.94625,74.85313432835821
2020-10-24,Pacific,Santa Ana,first class,86.48,88.92125,81.72880597014925
2020-10-24,Pacific,Santa Ana,marketing,95.72,94.61,86.49582089552239
2020-10-24,Pacific,Santa Ana,periodical,75.52,82.32375,75.62328358208956
2020-10-31,Pacific,Santa Ana,first class,90.4,90.34375,84.71164179104478
2020-10-31,Pacific,Santa Ana,marketing,94.67,93.34625,84.98910447761195
2020-10-31,Pacific,Santa Ana,periodical,86.92,84.515,76.0223880597015
2020-01-04,Pacific,Sierra Coastal,first class,93.28,93.53,91.52223880597015
2020-01-04,Pacific,Sierra Coastal,marketing,94.49,93.12625,91.10417910447761
2020-01-04,Pacific,Sierra Coastal,periodical,78.92,83.5375,84.79970149253731
2020-01-11,Pacific,Sierra Coastal,first class,93.38,92.54375,91.32611940298507
2020-01-11,Pacific,Sierra Coastal,marketing,94.77,91.425,88.92641791044777
2020-01-11,Pacific,Sierra Coastal,periodical,85.21,85.31625,84.77776119402985
2020-01-18,Pacific,Sierra Coastal,first class,94.22,93.8475,92.84149253731343
2020-01-18,Pacific,Sierra Coastal,marketing,93.43,92.52375,89.35925373134329
2020-01-18,Pacific,Sierra Coastal,periodical,92.18,88.9075,86.83358208955224
2020-01-25,Pacific,Sierra Coastal,first class,92.52,91.81,90.87194029850747
2020-01-25,Pacific,Sierra Coastal,marketing,95.08,91.81375,91.74611940298507
2020-01-25,Pacific,Sierra Coastal,periodical,89.65,88.99000000000001,87.02731343283583
2020-02-01,Pacific,Sierra Coastal,first class,92.37,90.50125,90.80268656716417
2020-02-01,Pacific,Sierra Coastal,marketing,94.17,89.24125,90.1579104477612
2020-02-01,Pacific,Sierra Coastal,periodical,88.18,87.22,87.08328358208955
2020-02-08,Pacific,Sierra Coastal,first class,92.98,91.67375,91.89029850746269
2020-02-08,Pacific,Sierra Coastal,marketing,94.9,90.53125,91.76835820895522
2020-02-08,Pacific,Sierra Coastal,periodical,86.9,88.3275,88.17701492537313
2020-02-15,Pacific,Sierra Coastal,first class,94.86,94.25625,93.73283582089552
2020-02-15,Pacific,Sierra Coastal,marketing,94.95,93.49875,91.66597014925374
2020-02-15,Pacific,Sierra Coastal,periodical,91.62,90.735,88.09074626865672
2020-02-22,Pacific,Sierra Coastal,first class,94.2,93.68625,92.73044776119403
2020-02-22,Pacific,Sierra Coastal,marketing,95.78,95.02375,93.13537313432836
2020-02-22,Pacific,Sierra Coastal,periodical,92.61,88.6525,86.80835820895523
2020-02-29,Pacific,Sierra Coastal,first class,94.26,93.45375,93.05
2020-02-29,Pacific,Sierra Coastal,marketing,95.05,93.07875,91.48925373134328
2020-02-29,Pacific,Sierra Coastal,periodical,86.1,83.53999999999999,85.74104477611941
2020-03-07,Pacific,Sierra Coastal,first class,94.66,93.14375,92.29373134328358
2020-03-07,Pacific,Sierra Coastal,marketing,95.15,93.48125,92.01358208955224
2020-03-07,Pacific,Sierra Coastal,periodical,87.02,86.07124999999999,86.38985074626865
2020-03-14,Pacific,Sierra Coastal,first class,94.03,92.41875,91.79925373134328
2020-03-14,Pacific,Sierra Coastal,marketing,95.28,93.29124999999999,91.02089552238806
2020-03-14,Pacific,Sierra Coastal,periodical,87.58,87.5775,85.62552238805971
2020-03-21,Pacific,Sierra Coastal,first class,94.52,93.4625,92.48880597014926
2020-03-21,Pacific,Sierra Coastal,marketing,95.28,92.69375,91.89955223880597
2020-03-21,Pacific,Sierra Coastal,periodical,89.11,87.48,85.31238805970149
2020-03-28,Pacific,Sierra Coastal,first class,94.17,93.23,92.28328358208955
2020-03-28,Pacific,Sierra Coastal,marketing,95.09,95.1125,92.68477611940298
2020-03-28,Pacific,Sierra Coastal,periodical,87.61,86.14125,84.20388059701493
2020-04-01,Pacific,Sierra Coastal,first class,94.39,93.425,92.44791044776119
2020-04-01,Pacific,Sierra Coastal,marketing,92.45,90.46375,89.53373134328358
2020-04-01,Pacific,Sierra Coastal,periodical,86.12,85.20375,82.98134328358209
2020-04-04,Pacific,Sierra Coastal,first class,93.64,92.86,91.08268656716417
2020-04-04,Pacific,Sierra Coastal,marketing,95.32,94.08625,88.09537313432836
2020-04-04,Pacific,Sierra Coastal,periodical,85.4,87.225,81.46358208955223
2020-04-11,Pacific,Sierra Coastal,first class,93.01,91.77374999999999,88.87402985074627
2020-04-11,Pacific,Sierra Coastal,marketing,95.15,93.98625,87.90641791044776
2020-04-11,Pacific,Sierra Coastal,periodical,83.11,81.3775,76.45507462686567
2020-04-18,Pacific,Sierra Coastal,first class,93.51,92.20875000000001,90.52313432835821
2020-04-18,Pacific,Sierra Coastal,marketing,91.53,92.2325,88.38283582089552
2020-04-18,Pacific,Sierra Coastal,periodical,84.66,85.90375,77.98447761194029
2020-04-25,Pacific,Sierra Coastal,first class,90.36,90.4,89.73597014925373
2020-04-25,Pacific,Sierra Coastal,marketing,93.2,92.09,87.3144776119403
2020-04-25,Pacific,Sierra Coastal,periodical,78.17,81.11875,74.06
2020-05-02,Pacific,Sierra Coastal,first class,93.03,91.67625,89.182089552238807
2020-05-02,Pacific,Sierra Coastal,marketing,94.1,92.79625,86.49776119402985
2020-05-02,Pacific,Sierra Coastal,periodical,84.85,83.24375,73.19462686567164
2020-05-09,Pacific,Sierra Coastal,first class,91.67,90.18625,89.02462686567164
2020-05-09,Pacific,Sierra Coastal,marketing,93.52,90.84625,87.77477611940299
2020-05-09,Pacific,Sierra Coastal,periodical,73.9,74.59125,69.31626865671642
2020-05-16,Pacific,Sierra Coastal,first class,92.94,91.17375,90.94850746268656
2020-05-16,Pacific,Sierra Coastal,marketing,94.36,91.2675,89.65597014925373
2020-05-16,Pacific,Sierra Coastal,periodical,81.19,80.555,73.81582089552239
2020-05-23,Pacific,Sierra Coastal,first class,92.93,91.87625,91.81462686567164
2020-05-23,Pacific,Sierra Coastal,marketing,93.32,90.365,89.30164179104477
2020-05-23,Pacific,Sierra Coastal,periodical,81.54,76.9425,76.63716417910447
2020-05-30,Pacific,Sierra Coastal,first class,91.09,89.90375,89.82761194029851
2020-05-30,Pacific,Sierra Coastal,marketing,92.81,91.18625,90.110597014925375
2020-05-30,Pacific,Sierra Coastal,periodical,78.72,74.89125,76.74104477611941
2020-06-06,Pacific,Sierra Coastal,first class,90.55,90.0525,90.2844776119403
2020-06-06,Pacific,Sierra Coastal,marketing,92.9,91.55375,89.28955223880597
2020-06-06,Pacific,Sierra Coastal,periodical,68.95,77.485,76.22820895522388
2020-06-13,Pacific,Sierra Coastal,first class,92.51,90.65375,91.25044776119402
2020-06-13,Pacific,Sierra Coastal,marketing,93.06,90.14625,90.66611940298507
2020-06-13,Pacific,Sierra Coastal,periodical,87.61,82.08125,78.9720895522388
2020-06-20,Pacific,Sierra Coastal,first class,90.36,88.05499999999999,90.33910447761194
2020-06-20,Pacific,Sierra Coastal,marketing,92.81,91.42875000000001,90.69313432835821
2020-06-20,Pacific,Sierra Coastal,periodical,82.49,79.38125,77.99194029850746
2020-06-27,Pacific,Sierra Coastal,first class,92.28,89.4075,90.34238805970149
2020-06-27,Pacific,Sierra Coastal,marketing,94.54,91.93,91.24179104477612
2020-06-27,Pacific,Sierra Coastal,periodical,79.93,80.33,80.67895522388059
2020-07-01,Pacific,Sierra Coastal,first class,93.38,89.57249999999999,91.40492537313433
2020-07-01,Pacific,Sierra Coastal,marketing,91.71,87.96375,89.99686567164179
2020-07-01,Pacific,Sierra Coastal,periodical,82.33,82.66,78.68358208955223
2020-07-04,Pacific,Sierra Coastal,first class,91.96,90.695,90.30477611940299
2020-07-04,Pacific,Sierra Coastal,marketing,91.19,88.99000000000001,87.91850746268656
2020-07-04,Pacific,Sierra Coastal,periodical,75.45,76.33375,76.04597014925373
2020-07-11,Pacific,Sierra Coastal,first class,87.5,86.31625,85.64
2020-07-11,Pacific,Sierra Coastal,marketing,90.71,85.5025,83.49074626865672
2020-07-11,Pacific,Sierra Coastal,periodical,74.67,69.03875000000001,73.44537313432836
2020-07-18,Pacific,Sierra Coastal,first class,86.83,82.455,82.65940298507462
2020-07-18,Pacific,Sierra Coastal,marketing,90.75,82.55875,81.20328358208955
2020-07-18,Pacific,Sierra Coastal,periodical,76.05,70.22375,71.2423880597015
2020-07-25,Pacific,Sierra Coastal,first class,85.94,82.07,83.4613432835821
2020-07-25,Pacific,Sierra Coastal,marketing,92.02,83.58625,83.07761194029851
2020-07-25,Pacific,Sierra Coastal,periodical,70.45,64.55875,67.87805970149253
2020-08-01,Pacific,Sierra Coastal,first class,84.16,78.9875,82.64
2020-08-01,Pacific,Sierra Coastal,marketing,91.15,81.3625,80.8176119402985
2020-08-01,Pacific,Sierra Coastal,periodical,77.31,63.86125,68.53910447761194
2020-08-08,Pacific,Sierra Coastal,first class,83.32,80.29875,81.42850746268657
2020-08-08,Pacific,Sierra Coastal,marketing,89.96,84.175,82.4720895522388
2020-08-08,Pacific,Sierra Coastal,periodical,78.27,67.83875,68.86507462686568
2020-08-15,Pacific,Sierra Coastal,first class,89.36,86.52125,85.14671641791045
2020-08-15,Pacific,Sierra Coastal,marketing,93.13,89.835,86.32208955223881
2020-08-15,Pacific,Sierra Coastal,periodical,81.32,74.02250000000001,72.42880597014926
2020-08-22,Pacific,Sierra Coastal,first class,90.24,89.1675,87.66373134328359
2020-08-22,Pacific,Sierra Coastal,marketing,93,91.445,89.65507462686567
2020-08-22,Pacific,Sierra Coastal,periodical,77.07,76.395,75.35179104477612
2020-08-29,Pacific,Sierra Coastal,first class,91.87,90.27875,87.9558208955224
2020-08-29,Pacific,Sierra Coastal,marketing,92.09,91.32375,89.71492537313434
2020-08-29,Pacific,Sierra Coastal,periodical,83.72,81.1175,77.81626865671642
2020-09-05,Pacific,Sierra Coastal,first class,91.92,91.49,88.63970149253731
2020-09-05,Pacific,Sierra Coastal,marketing,90.62,91.615,87.56910447761194
2020-09-05,Pacific,Sierra Coastal,periodical,70.95,81.17625,79.4310447761194
2020-09-12,Pacific,Sierra Coastal,first class,91.19,90.62875,86.31940298507463
2020-09-12,Pacific,Sierra Coastal,marketing,94.06,90.9525,87.01388059701493
2020-09-12,Pacific,Sierra Coastal,periodical,79.59,82.22125,77.99432835820896
2020-09-19,Pacific,Sierra Coastal,first class,91.78,90.22625000000001,84.3179104477612
2020-09-19,Pacific,Sierra Coastal,marketing,94.55,92.045,88.86358208955224
2020-09-19,Pacific,Sierra Coastal,periodical,86.9,87.22,79.76626865671642
2020-09-26,Pacific,Sierra Coastal,first class,92.06,90.28,85.99880597014925
2020-09-26,Pacific,Sierra Coastal,marketing,94.23,93.63625,89.72044776119402
2020-09-26,Pacific,Sierra Coastal,periodical,90.15,79.98375,77.87910447761195
2020-10-03,Pacific,Sierra Coastal,first class,90.77,90.10875,86.09283582089552
2020-10-03,Pacific,Sierra Coastal,marketing,95.95,93.24,89.24208955223881
2020-10-03,Pacific,Sierra Coastal,periodical,83.9,83.985,78.80641791044776
2020-10-10,Pacific,Sierra Coastal,first class,92.13,90.4,85.7068656716418
2020-10-10,Pacific,Sierra Coastal,marketing,94.19,92.36375,86.79537313432836
2020-10-10,Pacific,Sierra Coastal,periodical,83.54,80.41875,77.79492537313433
2020-10-17,Pacific,Sierra Coastal,first class,87.21,87.5175,81.02850746268656
2020-10-17,Pacific,Sierra Coastal,marketing,95.04,94.125,87.537761194029855
2020-10-17,Pacific,Sierra Coastal,periodical,85.54,78.94625,74.85313432835821
2020-10-24,Pacific,Sierra Coastal,first class,89.47,88.92125,81.72880597014925
2020-10-24,Pacific,Sierra Coastal,marketing,95.2,94.61,86.49582089552239
2020-10-24,Pacific,Sierra Coastal,periodical,80.41,82.32375,75.62328358208956
2020-10-31,Pacific,Sierra Coastal,first class,88.36,90.34375,84.71164179104478
2020-10-31,Pacific,Sierra Coastal,marketing,93.92,93.34625,84.98910447761195
2020-10-31,Pacific,Sierra Coastal,periodical,87.93,84.515,76.0223880597015
2020-01-04,Southern,Alabama,first class,93.75,91.99583333333334,91.52223880597015
2020-01-04,Southern,Alabama,marketing,93.69,91.3725,91.10417910447761
2020-01-04,Southern,Alabama,periodical,84.57,84.89666666666666,84.79970149253731
2020-01-11,Southern,Alabama,first class,93.38,91.58666666666667,91.32611940298507
2020-01-11,Southern,Alabama,marketing,91.55,88.33583333333334,88.92641791044777
2020-01-11,Southern,Alabama,periodical,86.76,85.29,84.77776119402985
2020-01-18,Southern,Alabama,first class,94.51,93.6525,92.84149253731343
2020-01-18,Southern,Alabama,marketing,92.36,88.39583333333333,89.35925373134329
2020-01-18,Southern,Alabama,periodical,88.71,86.51166666666667,86.83358208955224
2020-01-25,Southern,Alabama,first class,93.62,91.77833333333334,90.87194029850747
2020-01-25,Southern,Alabama,marketing,93.22,90.46666666666667,91.74611940298507
2020-01-25,Southern,Alabama,periodical,89,89.04666666666667,87.02731343283583
2020-02-01,Southern,Alabama,first class,92.53,91.48,90.80268656716417
2020-02-01,Southern,Alabama,marketing,93.33,90.32249999999999,90.1579104477612
2020-02-01,Southern,Alabama,periodical,86.17,85.84666666666666,87.08328358208955
2020-02-08,Southern,Alabama,first class,93.17,92.14166666666667,91.89029850746269
2020-02-08,Southern,Alabama,marketing,94.79,92.0625,91.76835820895522
2020-02-08,Southern,Alabama,periodical,88.67,87.48416666666667,88.17701492537313
2020-02-15,Southern,Alabama,first class,94.89,93.9775,93.73283582089552
2020-02-15,Southern,Alabama,marketing,94.89,91.63833333333334,91.66597014925374
2020-02-15,Southern,Alabama,periodical,89.58,87.6425,88.09074626865672
2020-02-22,Southern,Alabama,first class,93.29,92.48916666666666,92.73044776119403
2020-02-22,Southern,Alabama,marketing,94.7,92.08166666666666,93.13537313432836
2020-02-22,Southern,Alabama,periodical,87.22,86.3225,86.80835820895523
2020-02-29,Southern,Alabama,first class,93.63,93.25,93.05
2020-02-29,Southern,Alabama,marketing,93.57,92.385,91.48925373134328
2020-02-29,Southern,Alabama,periodical,89.6,86.13,85.74104477611941
2020-03-07,Southern,Alabama,first class,93.6,92.5175,92.29373134328358
2020-03-07,Southern,Alabama,marketing,94.38,91.77499999999999,92.01358208955224
2020-03-07,Southern,Alabama,periodical,88.1,85.61916666666667,86.38985074626865
2020-03-14,Southern,Alabama,first class,93.32,91.93666666666667,91.79925373134328
2020-03-14,Southern,Alabama,marketing,94.19,90.26833333333333,91.02089552238806
2020-03-14,Southern,Alabama,periodical,88.98,84.91833333333334,85.62552238805971
2020-03-21,Southern,Alabama,first class,94.72,93.5175,92.48880597014926
2020-03-21,Southern,Alabama,marketing,93.86,93.13083333333333,91.89955223880597
2020-03-21,Southern,Alabama,periodical,80.66,86.74416666666667,85.31238805970149
2020-03-28,Southern,Alabama,first class,94.16,93.28166666666667,92.28328358208955
2020-03-28,Southern,Alabama,marketing,94.27,94.72333333333333,92.68477611940298
2020-03-28,Southern,Alabama,periodical,82.73,84.67750000000001,84.20388059701493
2020-04-01,Southern,Alabama,first class,94.12,93.57333333333334,92.44791044776119
2020-04-01,Southern,Alabama,marketing,93.69,91.79916666666666,89.53373134328358
2020-04-01,Southern,Alabama,periodical,87.68,84.855,82.98134328358209
2020-04-04,Southern,Alabama,first class,93.73,92.86166666666666,91.08268656716417
2020-04-04,Southern,Alabama,marketing,93.93,94.24666666666667,88.09537313432836
2020-04-04,Southern,Alabama,periodical,88.96,86.72416666666666,81.46358208955223
2020-04-11,Southern,Alabama,first class,91.43,91.51416666666667,88.87402985074627
2020-04-11,Southern,Alabama,marketing,92.54,93.61916666666667,87.90641791044776
2020-04-11,Southern,Alabama,periodical,76.13,80.02166666666666,76.45507462686567
2020-04-18,Southern,Alabama,first class,93.46,93.03166666666667,90.52313432835821
2020-04-18,Southern,Alabama,marketing,93.44,93.52583333333334,88.38283582089552
2020-04-18,Southern,Alabama,periodical,84.55,86.2225,77.98447761194029
2020-04-25,Southern,Alabama,first class,93.01,92.22333333333333,89.73597014925373
2020-04-25,Southern,Alabama,marketing,92.54,91.86583333333334,87.3144776119403
2020-04-25,Southern,Alabama,periodical,81.66,82.37916666666666,74.06
2020-05-02,Southern,Alabama,first class,92.22,91.68833333333333,89.182089552238807
2020-05-02,Southern,Alabama,marketing,91.39,91.30833333333334,86.49776119402985
2020-05-02,Southern,Alabama,periodical,79.59,78.53833333333334,73.19462686567164
2020-05-09,Southern,Alabama,first class,91.93,90.96583333333334,89.02462686567164
2020-05-09,Southern,Alabama,marketing,84.63,89.72749999999999,87.77477611940299
2020-05-09,Southern,Alabama,periodical,65.69,71.485,69.31626865671642
2020-05-16,Southern,Alabama,first class,92.88,92.17999999999999,90.94850746268656
2020-05-16,Southern,Alabama,marketing,86.15,90.4,89.65597014925373
2020-05-16,Southern,Alabama,periodical,76.73,78.25333333333333,73.81582089552239
2020-05-23,Southern,Alabama,first class,93.38,92.94666666666666,91.81462686567164
2020-05-23,Southern,Alabama,marketing,89.63,89.075,89.30164179104477
2020-05-23,Southern,Alabama,periodical,71.94,79.9625,76.63716417910447
2020-05-30,Southern,Alabama,first class,92.45,91.40416666666667,89.82761194029851
2020-05-30,Southern,Alabama,marketing,89.43,90.705,90.110597014925375
2020-05-30,Southern,Alabama,periodical,73.48,78.88250000000001,76.74104477611941
2020-06-06,Southern,Alabama,first class,91.6,90.92833333333333,90.2844776119403
2020-06-06,Southern,Alabama,marketing,87.84,89.43166666666667,89.28955223880597
2020-06-06,Southern,Alabama,periodical,71.85,77.39,76.22820895522388
2020-06-13,Southern,Alabama,first class,92,91.97916666666667,91.25044776119402
2020-06-13,Southern,Alabama,marketing,84.46,90.30083333333333,90.66611940298507
2020-06-13,Southern,Alabama,periodical,67.63,78.8425,78.9720895522388
2020-06-20,Southern,Alabama,first class,91.45,90.5675,90.33910447761194
2020-06-20,Southern,Alabama,marketing,83.79,90.4275,90.69313432835821
2020-06-20,Southern,Alabama,periodical,72.57,80.27083333333333,77.99194029850746
2020-06-27,Southern,Alabama,first class,90.63,90.52,90.34238805970149
2020-06-27,Southern,Alabama,marketing,87.18,91.5325,91.24179104477612
2020-06-27,Southern,Alabama,periodical,81.73,79.395,80.67895522388059
2020-07-01,Southern,Alabama,first class,92.38,92.18,91.40492537313433
2020-07-01,Southern,Alabama,marketing,92.23,90.07583333333334,89.99686567164179
2020-07-01,Southern,Alabama,periodical,75.82,77.7775,78.68358208955223
2020-07-04,Southern,Alabama,first class,91.04,90.81833333333333,90.30477611940299
2020-07-04,Southern,Alabama,marketing,87.89,87.16083333333333,87.91850746268656
2020-07-04,Southern,Alabama,periodical,82.05,75.05499999999999,76.04597014925373
2020-07-11,Southern,Alabama,first class,88.21,85.64583333333333,85.64
2020-07-11,Southern,Alabama,marketing,86.64,80.55499999999999,83.49074626865672
2020-07-11,Southern,Alabama,periodical,68.64,73.40166666666667,73.44537313432836
2020-07-18,Southern,Alabama,first class,87.64,83.00416666666666,82.65940298507462
2020-07-18,Southern,Alabama,marketing,89.16,77.80916666666667,81.20328358208955
2020-07-18,Southern,Alabama,periodical,76.37,69.81583333333333,71.2423880597015
2020-07-25,Southern,Alabama,first class,87.53,85.36166666666666,83.4613432835821
2020-07-25,Southern,Alabama,marketing,89.43,81.59083333333334,83.07761194029851
2020-07-25,Southern,Alabama,periodical,76.08,69.89083333333333,67.87805970149253
2020-08-01,Southern,Alabama,first class,86.3,84.8675,82.64
2020-08-01,Southern,Alabama,marketing,86.57,81.69833333333334,80.8176119402985
2020-08-01,Southern,Alabama,periodical,71.17,68.9,68.53910447761194
2020-08-08,Southern,Alabama,first class,84.59,82.99666666666667,81.42850746268657
2020-08-08,Southern,Alabama,marketing,87.02,84.88499999999999,82.4720895522388
2020-08-08,Southern,Alabama,periodical,65.25,66.66166666666666,68.86507462686568
2020-08-15,Southern,Alabama,first class,88.6,86.35,85.14671641791045
2020-08-15,Southern,Alabama,marketing,89.9,86.95,86.32208955223881
2020-08-15,Southern,Alabama,periodical,74.73,70.68083333333334,72.42880597014926
2020-08-22,Southern,Alabama,first class,89.06,87.95166666666667,87.66373134328359
2020-08-22,Southern,Alabama,marketing,92.54,89.22333333333333,89.65507462686567
2020-08-22,Southern,Alabama,periodical,73.39,74.56,75.35179104477612
2020-08-29,Southern,Alabama,first class,86.46,88.09,87.9558208955224
2020-08-29,Southern,Alabama,marketing,90.38,90.27666666666667,89.71492537313434
2020-08-29,Southern,Alabama,periodical,82.04,81.20333333333333,77.81626865671642
2020-09-05,Southern,Alabama,first class,83.93,89.29583333333333,88.63970149253731
2020-09-05,Southern,Alabama,marketing,88.56,86.92083333333333,87.56910447761194
